english,urdu
"We believe that the fact of the sale of the suit land is a fact that can be seen, such as, by observing or taking part in the sale transaction or by seeing the sale deed or sale mutation.",ہم سمجھتے ہیں کہ سوٹ اراضی کی فروخت کی حقیقت ایک ایسی حقیقت ہے جسے دیکھا جا سکتا ہے، جیسے کہ فروخت کے لین دین کا مشاہدہ کرنے یا اس میں حصہ لینے سے یا سیل ڈیڈ یا سیل میوٹیشن کو دیکھ کر۔
The person who conveys the information of the fact of sale must be a person who has observed the fact of sale and it is he who can then pass on the said fact to another person(s).,جو شخص فروخت کی حقیقت کی معلومات فراہم کرتا ہے وہ ایک ایسا شخص ہونا چاہئے جس نے فروخت کی حقیقت کا مشاہدہ کیا ہو اور یہی وہ شخص ہے جو مذکورہ حقیقت کو دوسرے شخص (افراد) تک پہنچا سکتا ہے۔
"Thus, the chain of information regarding the sale, starting from the very first person with direct knowledge and passing it on to the person who lastly informs the pre-emptor, must be complete.",اس طرح، فروخت کے سلسلے میں معلومات کا سلسلہ، جو پہلے شخص سے براہ راست علم کے ساتھ شروع ہوتا ہے اور اسے اس شخص تک پہنچاتا ہے جو آخر میں پری ایمپٹر کو مطلع کرتا ہے، مکمل ہونا چاہیے۔
"Only the complete chain of the source of information of the sale can establish the essential elements of Tatb-i-Muwathibat, which are: (i) the time, date and place when the pre-emptor obtained the first information of the sale, and; (ii) the immediate declaration of his intention by the pre-emptor to exercise his right of pre-emption, then and there, on obtaining such information.",صرف فروخت کی معلومات کے ذرائع کا مکمل سلسلہ ہی تتبع الموثبت کے ضروری عناصر کو قائم کر سکتا ہے، جو یہ ہیں: (i) وہ وقت، تاریخ اور جگہ جب پری ایمپٹر نے فروخت کی پہلی معلومات حاصل کی، اور؛ (ii) اس طرح کی معلومات حاصل کرنے پر، اس وقت اور وہاں، قبل از وقت اپنے حق کو استعمال کرنے کے لیے پری ایمپٹر کی طرف سے اپنے ارادے کا فوری اعلان۔
Reference in this regard may be made to the case of Farid Uttah Khan versus Irfan Ullah Khan (2022 SCMR 1231).,اس سلسلے میں فرید اﷲ خان بمقابلہ عرفان اللہ خان (2022 SCMR 1231) کے کیس کا حوالہ دیا جا سکتا ہے۔
"In the present case, such chain of the source of passing on the information, as to the fact of the sale of the suit land has not been proved as Muhammad Basharat Ali has categorically refused to meet and share the information about the sale of the suit land with Ghulam Mustafa (the informer).",موجودہ کیس میں سوٹ اراضی کی فروخت کی حقیقت کے حوالے سے معلومات کی منتقلی کا ایسا سلسلہ ثابت نہیں ہوسکا ہے کیونکہ محمد بشارت علی نے غلام مصطفیٰ (مخبر) سے ملنے اور سوٹ اراضی کی فروخت کی معلومات شیئر کرنے سے صاف انکار کردیا ہے۔
The entire case of the respondents regarding the issuance of Talb-i- Muulathibat built on the hearsay evidence of Ghulam Mustafa (the informer) faIls to the ground due to an incomplete chain of information about the sale of the suit land.,جواب دہندگان کا پورا مقدمہ طالب علم غلام مصطفیٰ (مخبر) کے سننے والے ثبوت پر بنایا گیا تھا، سوٹ اراضی کی فروخت کے بارے میں معلومات کے نامکمل سلسلے کی وجہ سے زمین پر نہیں اترتا۔
"Therefore, the learned trial court correctly observed that when the source of information provided by the informer is not proved, the transmission of this information to the respondents also becomes highly doubtful.",لہٰذا، فاضل عدالت نے درست مشاہدہ کیا کہ جب مخبر کی طرف سے فراہم کردہ معلومات کا ذریعہ ثابت نہ ہو تو جواب دہندگان تک اس معلومات کی منتقلی بھی انتہائی مشکوک ہو جاتی ہے۔
"However, both the learned first appellate court and the learned High Court failed to take note of this important fact of the matter and set-aside the judgment and decree of the learned trial court.",تاہم، دونوں سیکھنے والی پہلی اپیل کورٹ اور عالم ہائی کورٹ اس اہم حقیقت کو نوٹ کرنے میں ناکام رہے اور سیکھنے والی ٹرائل کورٹ کے فیصلے اور حکم نامے کو ایک طرف رکھ دیا۔
"Therefore, we feel no hesitation to hold that the respondents failed to prove the validity of Talb-i-Muulathibat made by them for exercising their right of pre-emption over the suit land.",لہٰذا، ہمیں یہ ماننے میں کوئی عار محسوس نہیں ہوتی کہ مدعا علیہان تلبِ مُلاثِبَت کی درستگی کو ثابت کرنے میں ناکام رہے جو اُن کی طرف سے سوٹ اراضی پر پہلے سے خالی ہونے کا حق استعمال کرنے کے لیے بنایا گیا تھا۔
Now we advert to the other important aspect of the matter.,اب ہم معاملے کے دوسرے اہم پہلو کی طرف اشارہ کرتے ہیں۔
There is no cavil to the legal proposition that the pre-emption is a personal right and a pre-emptor is required to prove it through his own statement as per law declared by this Court in the cases of Dilsturd t b Civil Petition No.2148-L of 2022rS 6 Bequm u. Mst.,اس قانونی تجویز میں کوئی گڑبڑ نہیں ہے کہ پری ایمپشن ایک ذاتی حق ہے اور اس عدالت کے ذریعہ 2022rS 6 Bequm u کے Dilsturd tb سول پٹیشن نمبر 2148-L کے مقدمات میں اعلان کردہ قانون کے مطابق اسے اپنے بیان کے ذریعے ثابت کرنے کی ضرورت ہے۔ محترمہ
"IVisar Akhtar (2012 SCMR ll06), Naulab Din through L.Rs.",IVisar Akhtar (2012 SCMR ll06)، نولاب دین بذریعہ L.Rs.
u. Faqir Sain (2007 SCMR 401) and Abdul Qayqum u. Muhammad Sadiq (2007 SCMR 957).,u فقیر سائیں (2007 SCMR 401) اور عبدالقیوم یو۔ محمد صادق (2007 SCMR 957)۔
It is on record that respondent No.,یہ ریکارڈ پر ہے کہ جواب دہندہ نمبر
2 (Muhammad AshraO did not appear as a witness before the learned trial court to substantiate his claim nor did he attempt to produce an attorney on his behalf.,2 (محمد اشراء اپنے دعوے کو ثابت کرنے کے لیے متعلم ٹرائل کورٹ کے سامنے بطور گواہ پیش نہیں ہوئے اور نہ ہی انہوں نے اپنی طرف سے وکیل پیش کرنے کی کوشش کی۔
It was also not the case of respondent No.2 that he was suffering from some disability to appear before the court.,یہ بھی جواب دہندہ نمبر 2 کا معاملہ نہیں تھا کہ وہ عدالت میں پیش ہونے کے لیے کسی معذوری کا شکار تھا۔
"Therefore, his failure to appear in the witness box would adversely affect his right of pre-emption.",لہٰذا، گواہی کے خانے میں اس کی حاضری میں ناکامی اس کے پری ایمپشن کے حق کو بری طرح متاثر کرے گی۔
"Clearly the evidence of respondent No.2, which would have been the best evidence has been withheld by the respondents.",واضح طور پر جواب دہندگان نے نمبر 2 کے شواہد، جو کہ بہترین ثبوت ہوتے، کو جواب دہندگان نے روک لیا ہے۔
"Consequently, in accordance with Article 129(g) of the Qanun-e- Shahadat Order, 1984, an adverse inference can also be drawn against him.",چنانچہ قانون شہادت آرڈر 1984 کے آرٹیکل 129(g) کے مطابق اس کے خلاف بھی ایک منفی نتیجہ نکالا جا سکتا ہے۔
"1, the other pre-emptor, appeared as a witness, it did not provide any help to respondent No.",1، دوسرا پری ایمپٹر، بطور گواہ پیش ہوا، اس نے جواب دہندہ نمبر 1 کو کوئی مدد فراہم نہیں کی۔
"Therefore, the suit, to the extent of respondent No.2, is liable to be dismissed on this score too, therefore, no partial or full decree can be passed in favour of other pre-emptor.",لہٰذا، مقدمہ، جواب دہندہ نمبر 2 کی حد تک، اس اسکور پر بھی خارج ہونے کا ذمہ دار ہے، اس لیے، دوسرے پری ایمپٹر کے حق میں کوئی جزوی یا مکمل حکم نامہ منظور نہیں کیا جا سکتا۔
"Foregoing in view, the learned trial court is fully justified in dismissing the suit of the respondents as they failed to prove the validity of Talb-i-MuuJathibat made by them for exercising their right of pre- emption over the suit land.",پیش نظر پیش کرتے ہوئے، متعلم ٹرائل کورٹ مدعا علیہان کے مقدمے کو خارج کرنے میں مکمل طور پر جائز ہے کیونکہ وہ مقدمے کی اراضی پر پیشگی استثنیٰ کے اپنے حق کو استعمال کرنے کے لیے ان کی طرف سے بنائے گئے تلبیہ معیثبت کی صداقت کو ثابت کرنے میں ناکام رہے۔
"In its thorough analysis of the relevant law and available facts, the learned trial court has arrived at a sound and reasoned conclusion that is both legally sound and just.",متعلقہ قانون اور دستیاب حقائق کے اپنے مکمل تجزیے میں، سیکھی ہوئی ٹرائل کورٹ ایک ایسے ٹھوس اور مدلل نتیجے پر پہنچی ہے جو قانونی طور پر درست اور منصفانہ ہے۔
"That being so, this petition is converted into an appeal and the same is allowed.",ایسا ہونے کی وجہ سے اس درخواست کو اپیل میں تبدیل کر دیا جاتا ہے اور اس کی اجازت ہے۔
"Resultantly, the judgments passed by the learned first appellate court and the learned High Court are set aside court dismissing the suit is restored.and that of the learned trial Islamabad 25 January 2024.",نتیجے کے طور پر، سیکھنے والی پہلی اپیل کورٹ اور عالم ہائی کورٹ کی طرف سے دیے گئے فیصلوں کو خارج کر دیا جاتا ہے اور عدالت نے مقدمہ کو بحال کر دیا ہے۔
